Date,Region,TV_Spend,SocialMedia_Spend,GoogleAds_Spend,Influencer_Spend,Email_Spend,Total_Sales
2025-01-21,Central,63283,36691,63714,37600,11202,643006
2025-01-22,North,113922,53299,35186,13167,3041,648685
2025-01-22,South,89420,20931,54185,17816,3557,581903
2025-01-22,East,105568,17633,51194,26164,3207,618135
2025-01-22,West,135090,47777,45230,25429,11872,788245
2025-01-22,Central,70219,44881,47018,36415,5621,648311
2025-01-23,North,107169,11044,69262,13117,5352,634717
2025-01-23,South,124965,56691,44665,11359,9455,725176
2025-01-23,East,96840,45199,61722,19364,3678,636899
2025-01-23,West,94695,34363,66359,33794,13788,748454
2025-01-23,Central,134754,56694,60159,15293,12937,826048
2025-01-24,North,127988,11582,64132,14332,13737,727136
2025-01-24,South,108342,24374,63139,5615,13185,626041
2025-01-24,East,68951,11308,41516,17401,10972,454495
2025-01-24,West,51307,31301,55272,34372,8752,609537
2025-01-24,Central,130388,18793,78808,7339,2945,740359
2025-01-25,North,140768,11620,44673,21246,5428,651192
2025-01-25,South,85428,39883,25239,13109,9973,519248
2025-01-25,East,142021,47534,69444,28758,9168,878565
2025-01-25,West,125774,47960,46415,28091,13290,803379
2025-01-25,Central,88975,49390,70886,18317,10739,752588
2025-01-26,North,51140,16093,57888,21762,12399,476126
2025-01-26,South,74842,59252,47195,8465,4984,581132
2025-01-26,East,76421,32259,59161,30622,4590,597679
2025-01-26,West,51708,30655,49323,11800,12366,500474
2025-01-26,Central,53630,43005,54964,7600,3797,528410
2025-01-27,North,69595,41629,56234,10518,12072,575561
2025-01-27,South,126021,33610,50763,24627,13248,755632
2025-01-27,East,78308,31602,54674,34369,7043,641978
2025-01-27,West,94789,30409,38105,36445,4257,669158
2025-01-27,Central,105690,21110,64651,21689,4197,646475
2025-01-28,North,76086,16073,49739,20923,10222,543898
2025-01-28,South,66859,45310,68205,35403,10803,713465
2025-01-28,East,57684,25282,51969,5958,6397,448038
2025-01-28,West,141088,20195,34497,8538,13202,604118
2025-01-28,Central,51207,11537,21816,28404,4912,366470
2025-01-29,North,96099,27138,77596,14983,13994,713639
2025-01-29,South,117496,54328,73379,29642,13004,893548
2025-01-29,East,116093,56202,46483,18467,10874,743292
2025-01-29,West,79689,50164,79254,5205,10448,734872
2025-01-29,Central,98651,34207,63481,32409,11131,714841
2025-01-30,North,63893,30619,42159,17442,8152,466429
2025-01-30,South,147808,59692,23849,31290,9172,770495
2025-01-30,East,116418,34845,41612,31108,4894,664821
2025-01-30,West,110011,34310,59617,10691,5185,681692
2025-01-30,Central,88635,47899,53826,24504,10968,666931
2025-01-31,North,106115,40562,64498,35162,4732,766503
2025-01-31,South,145071,38036,38706,26551,10923,739737
2025-01-31,East,128405,18697,77530,18383,7324,801522
2025-01-31,West,122702,27513,70100,21496,12234,811550
2025-01-31,Central,128518,53039,44563,14088,11161,707465
2025-02-01,North,122805,13145,79634,32444,9849,754321
2025-02-01,South,108954,37818,24359,29734,10294,596452
2025-02-01,East,78064,40544,50669,39571,3083,663393
2025-02-01,West,129063,23100,32809,31415,7205,646725
2025-02-01,Central,52454,30104,58428,20389,6862,538560
2025-02-02,North,70878,14067,49454,32744,5070,558274
2025-02-02,South,101098,46963,27254,23682,13940,605360
2025-02-02,East,112154,40728,65590,39310,10563,827906
2025-02-02,West,62991,42317,44785,12259,10870,541108
2025-02-02,Central,118344,41416,22093,17546,2201,578681
2025-02-03,North,86593,52012,64498,7154,2088,673239
2025-02-03,South,86304,50049,70715,13766,8299,679387
2025-02-03,East,80386,12509,60985,16230,12188,565902
2025-02-03,West,105220,31400,52009,22765,14686,678931
2025-02-03,Central,119338,58270,36558,10902,10379,674990
2025-02-04,North,144289,16533,37718,6222,7171,585359
2025-02-04,South,71083,59833,36705,32050,14939,655303
2025-02-04,East,68354,24670,42082,39269,3554,560231
2025-02-04,West,72190,13932,32342,14050,7599,414960
2025-02-04,Central,56142,57363,32239,8574,14874,494589
2025-02-05,North,78398,55809,66622,16157,10421,701516
2025-02-05,South,101971,48328,66665,24575,13744,764764
2025-02-05,East,91862,46784,52274,22945,2054,654006
2025-02-05,West,148668,33723,31419,19962,6366,662328
2025-02-05,Central,103410,10719,62832,29852,6031,650810
2025-02-06,North,69503,10074,35003,35684,11315,498801
2025-02-06,South,98456,36498,50866,16796,5140,644558
2025-02-06,East,132035,41345,41988,29450,10078,744281
2025-02-06,West,58016,30541,75894,39846,13562,705246
2025-02-06,Central,52384,55929,63027,22504,3552,639602
2025-02-07,North,112320,44917,76588,35041,9795,883803
2025-02-07,South,65072,36028,44908,15715,7271,515440
2025-02-07,East,130018,39545,25674,26803,2115,653674
2025-02-07,West,90510,24033,25002,8370,5613,446314
2025-02-07,Central,98933,41673,47567,6908,14610,603546
2025-02-08,North,71826,40974,20910,26134,12802,517333
2025-02-08,South,118026,33097,49072,8587,8372,595999
2025-02-08,East,75518,46975,53717,35023,10551,709505
2025-02-08,West,74045,37608,41809,7413,10219,487673
2025-02-08,Central,100876,33525,46651,30038,5837,653395
2025-02-09,North,142446,25043,71666,27555,5533,841995
2025-02-09,South,140102,51846,64291,15952,11610,833468
2025-02-09,East,101919,21725,76853,8457,14231,690129
2025-02-09,West,149441,46704,63989,13464,13108,859913
2025-02-09,Central,77103,52075,36484,6150,7831,569069
2025-02-10,North,86188,47383,24646,37264,7963,602252
2025-02-10,South,55845,39483,59713,37786,3294,639348
2025-02-10,East,136698,17265,22400,14808,7970,551717
2025-02-10,West,86674,32763,64331,9081,9550,618756
2025-02-10,Central,69337,20116,42185,13933,13821,451923
2025-02-11,North,72313,25733,38727,7671,4075,425471
2025-02-11,South,76943,56660,53120,36217,9366,720023
2025-02-11,East,127949,35502,72107,24008,13869,833394
2025-02-11,West,50276,47420,68257,26883,13345,686987
2025-02-11,Central,101151,53241,21018,38282,7207,640879
2025-02-12,North,67611,19247,37563,37974,7817,556136
2025-02-12,South,61944,33840,25193,38715,3778,476120
2025-02-12,East,102887,31058,35701,20380,14867,598462
2025-02-12,West,131442,59693,23536,23212,14086,705897
2025-02-12,Central,99847,44929,68217,33174,12690,772510
2025-02-13,North,108653,28635,64610,11861,14720,653069
2025-02-13,South,136072,35628,38886,11094,2373,637489
2025-02-13,East,106622,41362,56587,29363,9557,731677
2025-02-13,West,77810,30953,76007,27310,12457,694147
2025-02-13,Central,127842,29128,70131,10943,11323,763692
2025-02-14,North,60503,57356,49410,19569,12034,605411
2025-02-14,South,134761,22061,53744,13793,3573,653749
2025-02-14,East,86976,16041,78715,30287,8026,697758
2025-02-14,West,61590,22673,71432,38971,6444,644383
2025-02-14,Central,60886,31059,58665,36369,2787,645856
2025-02-15,North,62866,44328,35957,28023,3545,532842
2025-02-15,South,116624,54722,68127,28897,14313,839644
2025-02-15,East,118899,27548,66008,28010,10561,795982
2025-02-15,West,82792,25078,52875,25114,6374,608861
2025-02-15,Central,59764,15419,68292,24050,7447,570030
2025-02-16,North,136156,45490,78316,26125,11894,889424
2025-02-16,South,92727,20550,21626,33558,11849,536453
2025-02-16,East,128471,59622,45279,25396,12120,765017
2025-02-16,West,58068,40337,26229,32125,6055,509509
2025-02-16,Central,57295,11468,26877,27580,2606,391893
2025-02-17,North,91160,34309,53642,28574,4576,674357
2025-02-17,South,61390,10808,58311,29619,8569,492738
2025-02-17,East,70131,34747,52356,18869,6124,548869
2025-02-17,West,144754,16719,23809,5658,7051,521188
2025-02-17,Central,125969,26363,63371,17122,2322,689707
2025-02-18,North,65038,38718,54875,18335,12068,595057
2025-02-18,South,102327,38801,64513,26677,2583,722902
2025-02-18,East,143718,53359,29465,33223,7389,750863
2025-02-18,West,127064,47841,20559,34814,13001,669209
2025-02-18,Central,71281,18012,28308,23075,10847,428703
2025-02-19,North,104189,28029,41353,16258,6881,597952
2025-02-19,South,98511,56660,35250,35527,10414,701096
2025-02-19,East,58605,51017,66023,15139,4122,641513
2025-02-19,West,51381,57915,55814,24514,9699,683943
2025-02-19,Central,116634,10767,66624,25917,9796,700326
2025-02-20,North,69810,13895,36427,34097,4220,461357
2025-02-20,South,74322,52968,53276,22788,7123,649076
2025-02-20,East,91869,50097,26107,30061,5550,638286
2025-02-20,West,82955,25332,33476,14947,7779,506894
2025-02-20,Central,111388,24621,23439,20544,12634,530340
2025-02-21,North,60207,21334,40312,25014,6928,471091
2025-02-21,South,137329,28174,41795,19795,14177,708161
2025-02-21,East,117628,43653,33136,37632,2166,703208
2025-02-21,West,78220,50502,34167,24352,8443,601555
2025-02-21,Central,134050,46674,37300,28653,12208,744267
2025-02-22,North,124085,47260,37182,6579,10309,652136
2025-02-22,South,72031,52498,24971,36758,8655,577313
2025-02-22,East,120721,12073,70912,37818,12001,805903
2025-02-22,West,130807,59464,46909,11452,9342,721285
2025-02-22,Central,121312,16269,39659,20340,4206,559860
2025-02-23,North,109766,27194,51403,7787,3250,581070
2025-02-23,South,62449,36811,68651,20839,6006,612540
2025-02-23,East,139833,16841,53586,7155,13301,635563
2025-02-23,West,106699,53723,30360,12019,6558,570408
2025-02-23,Central,131253,44800,41424,25614,11863,762973
2025-02-24,North,96092,19699,52499,31190,4151,623449
2025-02-24,South,113671,55505,64695,15928,7077,774521
2025-02-24,East,60350,20762,68791,13598,4297,545637
2025-02-24,West,146158,49897,23065,25581,11228,751298
2025-02-24,Central,118487,51556,23259,18919,4614,621692
2025-02-25,North,67622,12147,70058,9499,3879,524507
2025-02-25,South,120263,43383,32300,30602,10788,675937
2025-02-25,East,103117,43715,53370,34692,2620,741058
2025-02-25,West,108394,48445,24295,26760,8698,623268
2025-02-25,Central,73782,50634,47209,7920,7507,600969
2025-02-26,North,78454,12013,62751,29085,10262,602284
2025-02-26,South,117904,30081,56295,27925,3803,735679
2025-02-26,East,65592,26874,40927,10615,9116,449473
2025-02-26,West,72173,47755,54579,7783,6533,567903
2025-02-26,Central,83204,18733,64871,14605,11259,560792
2025-02-27,North,85596,19479,29032,24192,3925,496966
2025-02-27,South,84324,19825,47718,8331,3037,495624
2025-02-27,East,111202,31304,32877,36856,13634,672480
2025-02-27,West,139400,45694,60731,7846,5183,800256
2025-02-27,Central,80750,50050,74401,38697,11594,791323
2025-02-28,North,126112,25635,67992,17775,12553,731512
2025-02-28,South,66566,58615,46666,12549,11630,580362
2025-02-28,East,57190,30760,73767,27437,14003,612288
2025-02-28,West,138607,19490,78380,28958,10676,837348
2025-02-28,Central,88333,31252,61684,29243,6264,693886
2025-03-01,North,130905,49754,26766,33984,6898,717309
2025-03-01,South,139571,16862,78331,10833,10437,740208
2025-03-01,East,51589,54927,69954,28386,8121,682024
2025-03-01,West,75235,14423,71734,39813,7789,675719
2025-03-01,Central,50159,20450,42829,38805,5371,523873
2025-03-02,North,62145,50927,40221,11242,3350,531003
2025-03-02,South,130909,44841,45102,33704,10721,774699
2025-03-02,East,81921,32554,54433,29832,7714,633091
2025-03-02,West,66237,59853,35932,17321,5814,573013
2025-03-02,Central,58244,41826,45714,37407,9147,591296
2025-03-03,North,64743,52879,77803,9073,8485,697539
2025-03-03,South,147102,16825,59743,22667,11980,747316
2025-03-03,East,96101,53420,22552,21035,11894,619153
2025-03-03,West,134227,22454,76627,11732,5625,766454
2025-03-03,Central,149532,34251,65987,8487,13512,758066
2025-03-04,North,106378,30648,34274,39952,10951,669527
2025-03-04,South,121126,50736,65380,34425,10117,862361
2025-03-04,East,106071,34530,49250,24571,11595,684679
2025-03-04,West,121121,22516,22808,34075,10989,647860
2025-03-04,Central,124763,57058,63858,10495,2531,775082
2025-03-05,North,143814,50544,74785,23681,12109,886359
2025-03-05,South,62237,18558,65028,19781,6137,578236
2025-03-05,East,65649,18719,35295,13469,13608,400225
2025-03-05,West,87713,14886,67605,21202,2598,598835
2025-03-05,Central,123463,38185,75248,24928,9428,831150
2025-03-06,North,95409,47387,34669,15985,10497,578326
2025-03-06,South,98766,31575,30523,21775,6904,552477
2025-03-06,East,96154,56724,65530,5968,4909,700667
2025-03-06,West,57016,53113,33769,15382,2678,526864
2025-03-06,Central,129563,49643,66499,10151,5384,736694
2025-03-07,North,98688,20100,64645,31804,10922,700505
2025-03-07,South,139678,17856,45207,37259,4025,703632
2025-03-07,East,104238,48169,55224,25748,6228,717321
2025-03-07,West,108608,38804,45557,24691,4766,679712
2025-03-07,Central,139081,45790,58191,37020,4098,865962
2025-03-08,North,81897,40988,34246,32256,8761,601964
2025-03-08,South,100961,54443,32846,11125,2391,565679
2025-03-08,East,118703,20912,57085,9370,12935,670222
2025-03-08,West,94757,48506,70708,9838,5784,693728
2025-03-08,Central,76917,57894,71357,8134,8666,724931
2025-03-09,North,72736,32368,65403,16556,5837,597187
2025-03-09,South,77990,11770,33470,38822,14795,550248
2025-03-09,East,112551,22305,33176,32977,3685,605820
2025-03-09,West,108161,19969,73107,25113,8497,694146
2025-03-09,Central,129623,22404,61881,35566,4914,765992
2025-03-10,North,72440,18989,33546,7669,9116,451371
2025-03-10,South,85205,45983,26805,21081,11610,571654
2025-03-10,East,130811,54748,36788,17938,14383,721270
2025-03-10,West,105103,49462,49348,10717,14393,700904
2025-03-10,Central,120812,29360,70772,17282,14282,767886
2025-03-11,North,91627,30121,72104,19201,5726,719358
2025-03-11,South,69008,36287,28080,21289,14965,496558
2025-03-11,East,121274,59904,55886,29406,13821,831167
2025-03-11,West,82402,53429,43764,36286,13505,715122
2025-03-11,Central,103384,44160,26630,17873,6951,578957
2025-03-12,North,55793,16789,78938,21512,8058,608159
2025-03-12,South,55571,37181,53333,33927,9655,584605
2025-03-12,East,146867,24385,35701,28461,6610,719384
2025-03-12,West,66209,27061,34859,25710,9821,515414
2025-03-12,Central,140930,10105,41183,24952,3084,667903
2025-03-13,North,93148,54247,60438,18448,9583,693901
2025-03-13,South,141218,31137,51749,20198,11199,723288
2025-03-13,East,52224,44714,72020,12622,3317,588655
2025-03-13,West,98695,15544,51887,7402,8880,539797
2025-03-13,Central,82441,23275,78201,33467,4349,687905
2025-03-14,North,89129,49753,62244,39961,9337,792340
2025-03-14,South,112368,44550,28776,25739,4693,620380
2025-03-14,East,142122,29641,35021,23518,9208,710160
2025-03-14,West,94760,16213,24327,31547,12470,560179
2025-03-14,Central,73478,24485,75565,33936,8881,684066
2025-03-15,North,121854,25605,68043,25287,5722,738224
2025-03-15,South,144230,47637,27614,30476,5693,746939
2025-03-15,East,135716,30390,21245,17875,6392,592726
2025-03-15,West,62180,19867,61011,15686,14742,550873
2025-03-15,Central,148538,13981,30355,22536,9224,658619
2025-03-16,North,65372,19493,53305,39062,9802,586016
2025-03-16,South,79796,15682,68692,30041,14527,634186
2025-03-16,East,108272,15782,69004,36653,7717,713152
2025-03-16,West,139963,39799,69692,26673,13439,864759
2025-03-16,Central,148826,51905,49714,15367,5134,783651
2025-03-17,North,143635,26984,37198,24629,4598,701526
2025-03-17,South,104040,55780,21415,28100,12377,664053
2025-03-17,East,125357,32760,63798,11654,6052,747528
2025-03-17,West,121368,35993,21652,30063,14741,618687
2025-03-17,Central,128356,11524,63625,24322,5824,690672
2025-03-18,North,66211,59402,40446,24010,5520,564323
2025-03-18,South,55842,36120,38740,17693,3249,471409
2025-03-18,East,113115,10078,23810,14241,8586,492971
2025-03-18,West,116852,45891,78207,34778,9843,869906
2025-03-18,Central,95968,35473,36569,17651,4074,532938
2025-03-19,North,67508,49832,54319,30966,4504,690647
2025-03-19,South,72005,55836,33584,14275,14982,547679
2025-03-19,East,104575,18417,46783,6658,14997,554870
2025-03-19,West,130742,23362,76165,33963,4014,819170
2025-03-19,Central,68971,11209,53529,11932,6944,449152
2025-03-20,North,75599,47921,32511,19248,2948,554106
2025-03-20,South,137592,14898,29471,29437,2106,578820
2025-03-20,East,116914,28562,65235,23201,12683,767967
2025-03-20,West,117055,20871,26163,29355,6692,581389
2025-03-20,Central,137697,17610,36065,19999,10346,626647
2025-03-21,North,55355,53845,76787,11376,5240,652327
2025-03-21,South,104120,37382,64654,8476,10987,691787
2025-03-21,East,124619,25791,72433,9366,14559,727695
2025-03-21,West,88342,45312,37920,30733,11762,643095
2025-03-21,Central,135992,48290,58969,17458,7303,778671
2025-03-22,North,128860,12370,72316,37795,3634,745054
2025-03-22,South,52257,29665,68348,25615,12130,619281
2025-03-22,East,77364,14710,39154,16164,3532,506537
2025-03-22,West,74972,10328,79307,8024,9608,594263
2025-03-22,Central,76654,56451,60167,34559,13220,748104
2025-03-23,North,130769,48347,40229,6264,14409,675689
2025-03-23,South,131423,30612,72587,14047,3440,759480
2025-03-23,East,79320,55890,73862,11587,11590,717218
2025-03-23,West,70808,16794,69713,11577,5646,562045
2025-03-23,Central,102389,42888,46997,22635,13589,631297
2025-03-24,North,145690,16749,41101,8870,7599,573914
2025-03-24,South,84773,56531,60391,39094,14437,797816
2025-03-24,East,101168,30608,30327,14217,14994,541816
2025-03-24,West,77747,25450,27187,22602,13234,465325
2025-03-24,Central,126396,13675,49685,5605,3615,562337
2025-03-25,North,133692,28460,79405,27343,11705,845186
2025-03-25,South,107505,48411,54948,18003,9994,708419
2025-03-25,East,135896,21560,54728,37089,8296,798202
2025-03-25,West,68135,42463,73031,22661,4598,656958
2025-03-25,Central,140887,41663,57921,21782,11036,822478
2025-03-26,North,146035,58151,27035,35029,13611,809309
2025-03-26,South,97377,13170,31471,18487,5530,480412
2025-03-26,East,73554,43123,48460,27065,9590,636301
2025-03-26,West,112491,38810,72422,15844,4327,760286
2025-03-26,Central,105621,19718,41071,24323,8565,564627
2025-03-27,North,108283,10028,20582,30397,9767,497176
2025-03-27,South,135140,57599,68282,22328,13232,896142
2025-03-27,East,66923,27397,46189,34715,3976,551749
2025-03-27,West,97591,53662,78445,22580,3835,817658
2025-03-27,Central,112261,51787,35531,5823,6899,635566
2025-03-28,North,104336,55406,36672,31472,2354,688063
2025-03-28,South,124083,57657,74816,12084,11797,836213
2025-03-28,East,110948,12024,60747,17455,6473,616076
2025-03-28,West,83002,48607,40243,15607,5195,572026
2025-03-28,Central,130098,23503,23060,21919,12319,580663
2025-03-29,North,123016,20303,33731,24394,11179,628390
2025-03-29,South,76672,27138,32294,15819,14520,474947
2025-03-29,East,54213,35345,70335,16969,10345,599473
2025-03-29,West,60293,39505,40719,22333,2906,531695
2025-03-29,Central,149977,11906,67042,16700,13955,758588
2025-03-30,North,105860,50167,70598,36792,9198,835826
2025-03-30,South,112507,17961,69116,38311,3620,770369
2025-03-30,East,107134,36140,75831,16945,13820,789726
2025-03-30,West,52100,22031,46325,23630,13766,492647
2025-03-30,Central,111997,25128,42597,29944,6418,676618
2025-03-31,North,78172,25663,21903,28360,10523,483652
2025-03-31,South,70132,44228,34551,17813,6338,538766
2025-03-31,East,68199,25682,47751,9601,2429,516109
2025-03-31,West,86609,25193,44278,17930,7301,533997
2025-03-31,Central,92965,38561,45653,9333,4423,561792
2025-04-01,North,58016,53813,35141,10399,10272,519971
2025-04-01,South,89779,17766,22377,22839,3573,451124
2025-04-01,East,81881,39844,53615,25195,10035,628128
2025-04-01,West,132594,39432,76522,32848,2419,868691
2025-04-01,Central,74472,39504,67148,28693,2466,650346
2025-04-02,North,101813,47146,47452,6854,7176,624611
2025-04-02,South,86021,50297,42725,36558,5393,678844
2025-04-02,East,104131,30858,70391,7985,11757,707625
2025-04-02,West,74087,13071,74752,24278,11710,655441
2025-04-02,Central,62828,26939,29524,38326,9433,502645
2025-04-03,North,111610,34931,67999,24280,9394,801733
2025-04-03,South,146664,54460,31698,39022,14222,800375
2025-04-03,East,51401,11040,63339,20667,4035,467381
2025-04-03,West,135179,12686,41175,23065,10995,618579
2025-04-03,Central,65193,22666,32314,26655,11269,452641
2025-04-04,North,142389,45321,64197,15006,3632,823670
2025-04-04,South,94864,11779,22365,11283,3984,443058
2025-04-04,East,70307,23186,52017,8325,9121,535237
2025-04-04,West,69611,26459,52126,35783,2003,553463
2025-04-04,Central,93791,30710,63372,8143,9477,644686
2025-04-05,North,61950,32219,64134,17417,7998,615564
2025-04-05,South,126240,15057,57823,36300,2602,744275
2025-04-05,East,127403,28733,25622,31526,9256,623380
2025-04-05,West,52745,29157,50540,33896,12559,568615
2025-04-05,Central,105243,45030,69524,32606,13867,799118
2025-04-06,North,53866,29613,60551,12551,10692,545969
2025-04-06,South,82245,53076,21949,7246,8714,466153
2025-04-06,East,94724,59544,69396,12649,10376,771757
2025-04-06,West,121354,27492,62800,5888,13701,670869
2025-04-06,Central,101374,30746,51912,34424,5251,691571
2025-04-07,North,80116,15188,76947,16075,5147,615128
2025-04-07,South,131029,51570,74924,27699,13132,897982
2025-04-07,East,143574,39680,52161,14950,11487,780853
2025-04-07,West,70447,47825,64387,10413,10144,664403
2025-04-07,Central,80431,46766,36508,8569,2054,504207
2025-04-08,North,67908,18864,65592,6242,11916,538141
2025-04-08,South,79336,46445,63713,35085,4910,703415
2025-04-08,East,90992,15796,21919,15487,3870,415278
2025-04-08,West,105350,57218,62595,23309,14364,781181
2025-04-08,Central,119561,49131,29617,35771,12535,689848
2025-04-09,North,101955,18123,29732,31638,13482,587066
2025-04-09,South,111240,18222,53298,26615,5348,651875
2025-04-09,East,70093,34074,60617,13039,3601,561827
2025-04-09,West,56155,56422,26929,13198,7767,477932
2025-04-09,Central,96607,39825,57117,39354,12985,777095
2025-04-10,North,83487,46839,34456,8824,7830,554155
2025-04-10,South,105668,51576,64063,28999,13529,814870
2025-04-10,East,70963,12786,41140,8436,10120,416704
2025-04-10,West,100124,43638,38185,33014,9043,669985
2025-04-10,Central,102870,46964,57924,21057,4090,689822
2025-04-11,North,106547,54564,44240,6310,7480,642318
2025-04-11,South,114110,35988,41845,14819,11443,654930
2025-04-11,East,103554,45507,29228,18457,8370,616921
2025-04-11,West,70936,43708,41686,5477,7182,495885
2025-04-11,Central,54426,43108,31920,13906,2170,462732
2025-04-12,North,138839,39715,27432,14868,4809,650170
2025-04-12,South,77606,33806,64971,23546,8993,650901
2025-04-12,East,97832,46901,26189,38276,9929,658785
2025-04-12,West,78151,27043,48039,12319,12546,561396
2025-04-12,Central,129303,20225,53910,38149,11965,774037
2025-04-13,North,61308,19752,76228,6845,8711,537743
2025-04-13,South,112522,13457,50226,28684,13946,645303
2025-04-13,East,95671,52616,27614,34858,5991,649458
2025-04-13,West,140306,19241,79099,31667,9135,837918
2025-04-13,Central,144108,10453,67021,30293,12273,821443
2025-04-14,North,52204,19896,41224,29893,2826,471640
2025-04-14,South,142769,31826,38013,9629,11857,652796
2025-04-14,East,137265,20976,41446,10704,2129,603275
2025-04-14,West,81131,58640,69914,6776,3417,675050
2025-04-14,Central,102428,43586,59673,36236,8798,784058
2025-04-15,North,83870,14868,57657,6244,8773,540803
2025-04-15,South,99067,26396,24839,6333,13979,463057
2025-04-15,East,108585,41634,56725,8669,3407,689805
2025-04-15,West,71607,22171,50203,22584,7136,531919
2025-04-15,Central,74968,34111,20557,32277,10785,490582
2025-04-16,North,148934,43688,50666,6933,3037,745947
2025-04-16,South,61908,31304,57389,38514,12320,613684
2025-04-16,East,76423,52274,67700,29357,13470,721066
2025-04-16,West,124707,49243,53607,32071,14491,796090
2025-04-16,Central,128257,38253,44578,11827,9546,658494
2025-04-17,North,111215,40980,29243,35844,7903,674199
2025-04-17,South,105835,12017,29596,30664,2022,504465
2025-04-17,East,99429,17957,77500,5792,11825,663741
2025-04-17,West,132152,58998,26998,22651,8287,728049
2025-04-17,Central,88458,52188,30129,24074,14193,639763
2025-04-18,North,96169,14792,20510,12874,14391,430842
2025-04-18,South,57659,23237,31596,21676,3405,414665
2025-04-18,East,110614,26251,32974,23032,11670,631864
2025-04-18,West,127240,29252,21137,35885,8467,659998
2025-04-18,Central,82793,20707,66468,16008,3194,591899
2025-04-19,North,96473,44206,74758,10171,10767,752898
2025-04-19,South,146762,38740,47897,14589,9923,750569
2025-04-19,East,139388,13543,24666,23077,3606,576070
2025-04-19,West,147618,54135,28906,11710,14561,766846
2025-04-19,Central,138330,58288,41818,25236,10643,819068
2025-04-20,North,105751,49111,63246,19937,10316,792842
2025-04-20,South,128915,45031,75598,14754,13646,817459
2025-04-20,East,104254,52929,22654,30688,12556,678510
2025-04-20,West,57006,10211,53758,12048,12058,451336
2025-04-20,Central,124218,56577,44204,27568,8250,766694
2025-04-21,North,115344,49795,54928,37047,3683,802284
2025-04-21,South,83840,10331,74892,14483,11098,623294
2025-04-21,East,82430,33244,73609,22545,13726,727704
2025-04-21,West,73091,18169,50552,22413,10621,556799
2025-04-21,Central,82983,32104,67904,33913,4751,690518
2025-04-22,North,73989,51901,30336,38746,9504,596708
2025-04-22,South,125451,24591,67037,13709,14017,727738
2025-04-22,East,68990,41711,36206,30358,9663,567742
2025-04-22,West,140270,58893,54831,16023,10553,825645
2025-04-22,Central,130360,10727,63563,34851,10623,782895
2025-04-23,North,86081,31359,38361,33756,4722,594002
2025-04-23,South,61033,53822,61335,16145,7639,683916
2025-04-23,East,66241,46011,28933,26192,13253,566461
2025-04-23,West,55939,59800,71819,23839,5223,694377
2025-04-23,Central,97562,47863,45816,32410,7441,663564
2025-04-24,North,85063,56577,35619,16447,11822,653834
2025-04-24,South,126721,32998,57687,26033,9381,750773
2025-04-24,East,77045,20929,46943,15129,14863,544425
2025-04-24,West,94769,24842,46819,35358,7184,623501
2025-04-24,Central,97118,33519,31741,18907,2269,573001
2025-04-25,North,134703,27393,77761,26637,9704,859573
2025-04-25,South,71625,44318,76794,27369,8115,709471
2025-04-25,East,77076,18995,28798,34481,11315,469082
2025-04-25,West,114805,38656,45143,36681,13368,742445
2025-04-25,Central,94605,57934,69695,7589,9298,744194
2025-04-26,North,134565,50260,52747,28560,13584,840562
2025-04-26,South,138509,55269,67334,8034,6533,807044
2025-04-26,East,89121,25567,53651,5169,3042,525407
2025-04-26,West,115101,38840,41182,31913,3641,650180
2025-04-26,Central,81433,33831,77192,8239,8603,648843
2025-04-27,North,93309,23265,29415,8415,12633,442822
2025-04-27,South,117468,15424,31085,24952,5297,547956
2025-04-27,East,94254,30625,35008,16408,9055,549643
2025-04-27,West,117293,24086,42102,8484,3383,576633
2025-04-27,Central,146258,39187,38452,23225,5996,716813
2025-04-28,North,87853,45929,76630,19923,2014,743139
2025-04-28,South,88405,30539,28120,25936,3674,552794
2025-04-28,East,116652,35103,27820,24410,7099,602288
2025-04-28,West,93527,37874,64669,34997,5617,714258
2025-04-28,Central,127227,19215,38170,26863,10099,658323
2025-04-29,North,50492,49385,36259,10380,8557,494705
2025-04-29,South,143418,32044,42099,25710,7474,714076
2025-04-29,East,58811,21926,29649,20285,3480,395578
2025-04-29,West,143344,57860,50255,32260,11937,830078
2025-04-29,Central,74272,41501,79258,37879,9698,769970
2025-04-30,North,143935,39774,61037,21143,5046,788945
2025-04-30,South,122010,35008,31805,12413,9363,568982
2025-04-30,East,142492,58928,70460,36578,7957,951495
2025-04-30,West,97153,27560,77991,19726,6210,718888
2025-04-30,Central,104110,34340,63147,32015,7471,739121
2025-05-01,North,63979,34976,28744,10983,2975,417764
2025-05-01,South,78328,58406,66053,24178,3685,757730
2025-05-01,East,62867,37626,61241,31990,4083,641288
2025-05-01,West,109234,42720,52305,15321,12481,702065
2025-05-01,Central,75851,45001,45857,39294,3686,689172
2025-05-02,North,81279,14700,79190,39737,6158,735191
2025-05-02,South,146063,53795,30679,22886,8809,741505
2025-05-02,East,123402,17860,67373,27791,10700,713185
2025-05-02,West,65449,17526,49829,13301,2187,459017
2025-05-02,Central,126221,48327,30985,37993,4782,756122
2025-05-03,North,139080,49500,48287,38381,6188,855654
2025-05-03,South,55451,12513,32391,19082,6100,377369
2025-05-03,East,137178,17830,24861,10458,13701,558303
2025-05-03,West,91316,24781,71928,27300,13709,715869
2025-05-03,Central,113064,17910,54364,7699,4072,576617
2025-05-04,North,113761,25847,36863,34485,8651,636272
